codeunique,nom_long,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,mode_,train,rer,metro,tramway,val,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y
49,Melun,61926,Melun,47909,Melun,A01845 / A01842,C01728 / C01731, D /  R,TRAIN / RER,1,1,0,0,0,1,1,0,0,0,SNCF,1,1,674525.434,6825278.3423
219,Dourdan-la-Forêt,59843,Dourdan la Forêt,47095,Dourdan la Forêt,A01840,C01727, C,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,625873.7762,6826625.2525
468,Paris-Bercy,71607,Gare de Bercy,479035,Paris-Bercy Bourgogne - Pays d'Auvergne,A01845 / A02171,C01731 / C01745, R / TER,TRAIN,1,0,0,0,0,1,0,0,0,0,SNCF,1,0,654715.7015,6860069.2247
109039,La Muette,71229,La Muette,45453,Boulainvilliers,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646744.2366,6862245.8557
200,Saint-Chéron,59882,Saint-Chéron,47952,Saint-Chéron,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,635418.0823,6828213.3027
220,Val d'Argenteuil,65110,Val d'Argenteuil,43212,Val d'Argenteuil,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,643790.6826,6872571.911
45,Saint-Fargeau,62172,Saint-Fargeau,45814,Saint-Fargeau,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,666251.9841,6829525.7859
69,Nemours-Saint-Pierre,61218,Nemours - Saint-Pierre,43245,Nemours - Saint-Pierre,A01845,C01731, R,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,676674.2128,6796426.5975
149,Viroflay Rive Droite,422420,Viroflay Rive Droite,46689,Viroflay Rive Droite,A02176 / A02149,C01740 / C01794, L / TRAM 6,TRAIN / TRAM,1,0,0,1,0,0,0,0,1,0,SNCF,1,0,638869.9754,6856478.0681
356,Neuilly-Plaisance,73190,Neuilly-Plaisance,43172,Neuilly-Plaisance,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,664360.9851,6861539.3034
406,Sevran-Beaudottes,73491,Sevran Beaudottes,43193,Sevran Beaudottes,A01857,C01743, B,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,665191.898,6871985.6773
441,Bussy-Saint-Georges,68105,Bussy-Saint-Georges,58874,Bussy-Saint-Georges,A01856,C01742, A,RER,0,1,0,0,0,0,0,0,0,0,RATP,1,0,678638.7273,6859648.704
269,Nointel-Mours,67227,Nointel - Mours,47530,Nointel - Mours,A01849,C01737, H,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,647489.0972,6892770.805
306,Cité Universitaire,70623,Cité universitaire,473843,Cité Universitaire,A01857 / A01193,C01743 / C01391, B / TRAM 3a,RER / TRAM,0,1,0,1,0,0,0,0,0,0,RATP,1,0,651464.8822,6858003.5283
228,Cernay,65752,Cernay,43105,Cernay,A01849 / A01840,C01737 / C01727, H /  C,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,645653.1719,6876374.6171
230,Montigny-Beauchamp,66335,Montigny - Beauchamp,43166,Montigny - Beauchamp,A01849 / A01840,C01737 / C01727, H /  C,TRAIN / RER,1,1,0,0,0,0,0,0,0,0,SNCF,1,0,641216.4811,6878949.6337
212,Ballancourt,59825,Ballancourt,43087,Ballancourt,A01842,C01728, D,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,653524.9404,6825881.3486
99,Les-Essarts-le-Roi,63240,Les Essarts-le-Roi,43229,Les Essarts-le-Roi,A01847,C01736, N,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,618347.6583,6847438.9023
110,Bonnières,66741,Bonnières,46984,Bonnières,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,596291.1765,6883029.0255
95,Saint-Germain-en-Laye,64589,Saint-Germain-en-Laye,43198,Saint-Germain-en-Laye,A01856 / A02373,C01742 / C02344, A / TRAM 13,RER / TRAM,0,1,0,1,0,0,1,0,1,0,RATP / TRANSKEO,1,1,633639.0981,6866832.704
393,Bécon-les-Bruyères,72124,Bécon les Bruyères,47923,Bécon les Bruyères,A02176,C01740, L,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,646485.8881,6867554.4327
280,Boissy-l'Aillerie,67056,Boissy-l'Aillerie,46801,Boissy-l'Aillerie,A01852,C01739, J,TRAIN,1,0,0,0,0,0,0,0,0,0,SNCF,1,0,628760.0224,6886661.3228
328,Pont-Cardinet,71475,Pont Cardinet,45493,Pont Cardinet,A02176 / A01547,C01740 / C01384, L /  14,TRAIN / METRO,1,0,1,0,0,0,0,0,0,0,RATP/SNCF,1,0,649677.1733,6865575.0241
333,Avenue Henri Martin,71286,Avenue Henri Martin,45447,Avenue Henri Martin,A01840,C01727, C,RER,0,1,0,0,0,0,0,0,0,0,SNCF,1,0,646605.4494,6863071.8278
108,Versailles-Chantiers,63880,Versailles Chantiers,43219,Versailles Chantiers,A01847 / A01855 / A01840,C01736 / C01741 / C01727, N /  U /  C,TRAIN / RER,1,1,0,0,0,0,1,0,0,0,SNCF,1,1,636469.5949,6855354.1433
428,Gennevilliers,72303,Gennevilliers,43130,Gennevilliers,A01840 / A01191,C01727 / C01389, C / TRAM 1,RER / TRAM,0,1,0,1,0,0,0,0,0,0,SNCF,1,0,649281.1416,6870594.4702
360,Noisy-le-Sec,72041,Noisy-le-Sec,44201,Noisy-le-Sec,A01843 / A01191,C01729 / C01389, E / TRAM 1,RER / TRAM,0,1,0,1,0,0,0,0,1,0,RATP/SNCF,1,0,660490.9717,6866423.4787
337,Charles De Gaulle-Étoile,71347,Charles-de-Gaulle Étoile,58759,Charles-de-Gaulle Étoile,A01856 / A01534 / A01535 / A01539,C01742 / C01371 / C01372 / C01376, A /  1 /  2 /  6,RER / METRO,0,1,1,0,0,0,0,1,0,0,RATP,1,0,648273.0419,6864028.7945
101033,Château de Vincennes,71634,Château de Vincennes,42582,Château de Vincennes,A01534,C01371,1,METRO,0,0,1,0,0,0,0,1,0,0,RATP,1,0,658933.7619,6860635.4943
101067,George V,71328,George V,43283,George V,A01534,C01371,1,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648695.3653,6863782.5778
102049,Colonel Fabien,71893,Colonel Fabien,42732,Colonel Fabien,A01535,C01372,2,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653853.1813,6864360.3934
103047,Temple,71296,Temple,44924,Temple,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653109.1971,6863132.5225
103049,Arts et Métiers,71293,Arts et Métiers,42230,Arts et Métiers,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,652810.0307,6863031.7605
103057,Quatre Septembre,71313,Quatre Septembre,44587,Quatre Septembre,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651309.6735,6863494.7068
103065,Europe,73617,Europe,42972,Europe,A01536,C01373,3,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650293.8318,6864518.8631
104059,Odéon,73618,Odéon,58716,Odéon,A01537 / A01543,C01374 / C01380, 4 /  10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651582.2317,6861544.2495
104061,Saint-Germain-des-Prés,71216,Saint-Germain-des-Prés,44799,Saint-Germain-des-Prés,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651114.5389,6861726.1589
104065,Saint-Placide,71184,Saint-Placide,44885,Saint-Placide,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650595.6493,6860969.8856
104077,Alésia,71030,Alésia,42175,Alésia,A01537,C01374,4,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650605.2307,6858891.5557
105049,Ourcq,71972,Ourcq,44227,Ourcq,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,654968.7705,6865379.8582
105061,Jacques Bonsergent,71322,Jacques Bonsergent,43417,Jacques Bonsergent,A01538,C01375,5,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,653156.4609,6863563.8098
101057,Palais Royal - Musée du Louvre,71297,Palais Royal - Musée Du Louvre,44236,Palais Royal - Musée Du Louvre,A01534 / A01540,C01371 / C01377, 1 /  7,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651336.2077,6862711.363
109037,Ranelagh,71243,Ranelagh,44594,Ranelagh,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646444.7925,6861963.8328
109041,Rue de la Pompe,71292,Rue de la Pompe,44461,Rue de la Pompe,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,647064.7583,6862898.3399
109047,Alma - Marceau,71290,Alma - Marceau,42182,Alma - Marceau,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,648719.8026,6862975.3829
109085,Maraîchers,71703,Maraîchers,44072,Maraîchers,A01542,C01379,9,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656419.7093,6861573.3159
110025,Boulogne - Jean Jaurès,71147,Boulogne Jean Jaurès,42380,Boulogne Jean Jaurès,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,644139.5373,6860486.666
110031,Michel Ange-Auteuil,71206,Michel-Ange - Auteuil,44138,Michel-Ange - Auteuil,A01542 / A01543,C01379 / C01380, 9 /  10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,645998.3063,6861129.317
110039,Mirabeau,71162,Mirabeau,45430,Mirabeau,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,646631.0122,6861033.1517
110049,Ségur,71157,Ségur,51612,Ségur,A01543,C01380,10,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649172.8635,6861003.0844
111039,Place des Fêtes,71885,Place des Fêtes,44396,Place des Fêtes,A01550 / A01544,C01387 / C01381, 7bis /  11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655483.9629,6864258.2457
111041,Jourdain,71868,Jourdain,43483,Jourdain,A01544,C01381,11,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,655215.4589,6864071.8788
112043,Pasteur,71125,Pasteur,44273,Pasteur,A01539 / A01545,C01376 / C01382, 6 /  12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649550.8024,6860538.8085
112049,Notre-Dame-des-Champs,71138,Notre-Dame-des-Champs,44211,Notre-Dame-des-Champs,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650739.5062,6860753.4258
112051,Rennes,73640,Rennes,44609,Rennes,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650669.7472,6861144.9041
112057,Solférino,71270,Solférino,44840,Solférino,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,650340.6927,6862264.2924
112077,Lamarck-Caulaincourt,71492,Lamarck Caulaincourt,43600,Lamarck Caulaincourt,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651513.7587,6865721.0314
112079,Jules Joffrin,71521,Jules Joffrin,479055,Jules Joffrin,A01545,C01382,12,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,651956.5294,6866022.5738
114041,Plaisance,71039,Plaisance / Vercingétorix,45322,Plaisance,A01546,C01383,13,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,649651.2929,6859304.204
116033,Saint-Fargeau,71860,Saint-Fargeau,44864,Saint-Fargeau,A01549,C01386, 3bis,METRO,0,0,1,0,0,0,0,0,0,0,RATP,1,0,656320.4457,6863728.6864
